Beat1,Beat2,Correlation
1632,1724,0.4429279406599505
1233,1123,0.44292467592225565
0433,2222,0.44291358075871007
2023,1652,0.4428587248641808
2211,1532,0.44284024687328755
2532,2412,0.4428397669248879
0922,1924,0.4428317815785283
0914,1012,0.44282556314781957
1531,0531,0.44281655350065185
2233,0214,0.44277995780988316
2213,0835,0.44277491483514586
1811,1222,0.4427569842661449
1033,2213,0.4427231803952565
0114,2433,0.44267491141883103
0123,1923,0.4425958470445835
1724,1931,0.44255514964404113
1422,2522,0.4425157452245417
1821,0924,0.4424817166523727
1622,2213,0.4424708852607666
2012,0313,0.4424678783928116
1131,0911,0.44243491787848094
2234,2031,0.44242455240842493
0434,2423,0.4424230114194976
0524,1212,0.4423796249263536
1834,0411,0.442373354157343
1212,0824,0.44231602121276914
1012,2411,0.4423086722238252
1034,1231,0.44224350052240397
0321,1531,0.4422414229130541
2032,1834,0.44220779756271844
1033,2534,0.4421924384461361
0424,0234,0.4421850223188746
1911,1112,0.44215841115248933
0711,1921,0.4421164707098932
1135,0522,0.44206860682620247
0932,0922,0.4420583272413764
1732,2221,0.44202176136779225
1731,1421,0.44197452196323717
0513,0614,0.4419715896131424
1911,1412,0.4419430025528634
0924,0923,0.4419143241185456
1433,0734,0.4418980325654707
1414,0922,0.4418482670314851
0111,1224,0.44182177835092434
2431,1212,0.4418157431969139
1732,1122,0.441642023797605
1413,1933,0.441630109777053
1221,0421,0.44162941492775115
1631,0923,0.4415933822174349
1113,1022,0.4414936659464613
1134,1414,0.4414859230457245
0413,0726,0.4414492586191525
2411,0714,0.44142935576503756
1432,0215,0.4414198691588446
1214,2424,0.44139012521384385
1651,1424,0.4413749513732937
1221,0223,0.4413717364579784
0430,0231,0.441320507772226
0232,2533,0.44131769090625456
0823,1215,0.44128038940975284
1621,1522,0.44127829718069306
0632,0815,0.4412174289112166
0934,1634,0.4412064679601214
1914,1413,0.4411793647903621
1215,1221,0.4411311655998344
1634,0122,0.4411194513783061
0124,1113,0.44111931036715774
1011,0413,0.44109593044671047
0112,2424,0.4409988487060628
1655,0614,0.4409750983173791
0711,2431,0.44096923309627345
0722,1821,0.4409551330780401
0511,0732,0.4409381199591922
2533,1612,0.44092077039703603
1424,2411,0.44090853302542243
0914,1834,0.44087709224195887
2514,2522,0.4408729432838007
1114,1213,0.4408607742057268
1533,0932,0.4408388928919251
2531,0731,0.4408139990143252
1621,1821,0.4408073329392862
1613,0725,0.4407937131209196
2033,1412,0.4407252293807024
1821,0433,0.4407157053839737
1732,2213,0.440715509330354
1634,0222,0.4406952027564949
1511,1235,0.4406746274305574
0211,0632,0.44064768318345937
1532,0815,0.44059710146789854
2513,0611,0.4405934472317199
1733,1012,0.44057571577673693
1412,1653,0.44056904790671564
1235,0632,0.440527945500399
1821,0314,0.4404692712133831
0421,2533,0.4404090664951528
1831,0921,0.44040488964602753
1012,0123,0.4403943614543699
2031,1432,0.44036637352600366
0914,0222,0.44034299679580907
1432,1233,0.4403373647212758
0312,1115,0.440314094787368
0524,2512,0.44029244783133187
0114,0621,0.4402771090766596
0624,1925,0.4402171649296184
2422,1234,0.44009687582887785
0513,0432,0.44004151823274273
2432,1011,0.44004019941323796
0232,2512,0.4400078721433421
0822,0726,0.43995834556607
2023,1722,0.43994700194754155
0623,1224,0.43993144562637443
2212,0132,0.4399009151024007
0622,2013,0.4398469597626471
0132,1651,0.43984359902271813
0632,2511,0.4398304121543161
0323,0531,0.4396977472336698
1214,1732,0.439660628391999
1214,0322,0.43964954413672336
0332,0622,0.4396411478284005
0214,0124,0.43963826751083745
0222,0631,0.4396067953426233
0614,2223,0.4395996185419633
0430,0211,0.4395548660792969
1623,0935,0.43954308286811267
0112,1234,0.43952639767988255
0221,2012,0.4395206250273929
2515,0413,0.43950743420651134
0512,0421,0.4394965910811032
1423,0531,0.43949227100501054
2024,0633,0.43941000966453014
2512,0911,0.43937181147017645
1523,1524,0.43936335103952723
0413,0322,0.4393468450386595
1511,0431,0.43933416620464605
1433,0533,0.4393237072851643
1612,1123,0.43932312654622896
0912,1513,0.43924842507649714
0712,2232,0.43921107490381844
2525,1723,0.4391518462278265
1223,0312,0.43912812763281533
1523,2423,0.4390952459607318
1135,2433,0.43898129887319265
0121,0111,0.4389801427798956
0322,0522,0.43888199233382674
1833,0813,0.4388791646522604
1032,0732,0.438850820465407
0935,0611,0.4388193966244487
2012,1022,0.43879673658962814
0511,1213,0.4387645195636667
1012,1034,0.43872860754616605
2535,0833,0.43871034699106876
1031,0933,0.4386458337809704
1112,0914,0.43864474322047414
0911,0421,0.4386175397892319
1925,1724,0.4385503701035129
0631,1733,0.4384915768151979
0112,1732,0.43847849196912064
2211,1913,0.43845822311346366
0911,0232,0.4384340113390163
0221,0723,0.43834814116113846
1424,1231,0.4383311848294995
1921,0122,0.43827581018305967
1212,0715,0.43826892379228377
0613,1724,0.4382577307602442
0131,0111,0.4382556480383575
0114,1925,0.43823835926451765
0422,0221,0.43821245188721686
0124,0726,0.4381991247274256
1121,2521,0.43818832850731176
1434,1133,0.43817687580171577
1722,0621,0.4381289391085719
0431,0333,0.4381273239997903
1634,1232,0.43809285362568307
0922,1733,0.4380650371988698
1424,0121,0.4379944307870912
2424,1434,0.4379661260227743
0935,0331,0.43787922777861304
0935,0824,0.4378624410906003
0311,1222,0.4378190312852929
0323,1122,0.4377983524935298
1111,1024,0.4377948815929379
2522,1632,0.4377173327488042
2033,0624,0.4377095076856267
1033,0812,0.43768566562223643
1131,0811,0.43756397452265733
0613,1822,0.4375057676622779
2424,1833,0.4374688649078781
0233,0923,0.43743134149723645
0411,1434,0.43740775502914575
1811,0232,0.4373751857643312
1111,1621,0.4372680072308688
0832,1822,0.4372441352921245
0621,0822,0.43722873070411644
0111,0431,0.43717795630070205
1414,1123,0.4371641060908499
0913,0232,0.4371237227392441
1524,1513,0.43711273410174534
1031,0735,0.43709817584064664
0124,0611,0.4370901507050767
1022,0821,0.4370577799174881
1732,0113,0.4370148087585581
2431,1125,0.43701109412009737
1431,1613,0.4370019795510772
0934,1424,0.43700046817840854
1033,2524,0.43699583557327487
1914,2223,0.43695571675736383
1915,0932,0.4368323005194544
2432,1235,0.43681954593725203
0213,1652,0.4367106764456026
0134,2533,0.43669299724204214
1034,0225,0.4366203939877159
0912,0212,0.43661782216630973
1623,0225,0.4365921870264387
0124,1223,0.4365239711255925
2011,0134,0.43647246853213406
2522,2431,0.4364578229247562
1911,1032,0.4364325682248304
2513,0821,0.4364077421332877
2525,2515,0.43638417734553675
1232,0712,0.43638027552447367
2525,1823,0.43635770757259507
0714,0323,0.436263755920671
0933,0831,0.4362242400702377
0512,1811,0.4362072856275854
1914,1133,0.436143571610867
0224,1233,0.4360822306413976
1914,1722,0.43606809153697773
1434,0813,0.4359940685854134
0823,0622,0.4359901801874596
0725,0512,0.4359870331770086
0124,1532,0.4359649684483143
1834,1125,0.43595114023418957
1414,0531,0.4359463967363367
1522,0324,0.43594530370398993
1934,2531,0.435895707124703
0213,0434,0.43587222893882416
0726,0811,0.43583601564635105
1131,0732,0.4358196219239348
1414,0631,0.4357782023739226
1512,1423,0.4357357071241193
1622,0223,0.43564921898104114
0311,1634,0.43563557350292853
1912,1914,0.4356289552400563
2012,0622,0.4356189721930325
0113,0724,0.4356115129156042
1653,1711,0.4356029882498787
2423,1121,0.4355925491268657
2431,2534,0.43548079053694366
1224,0323,0.43546994089745295
0924,1934,0.43543946795388705
0821,2223,0.43540865132706047
1821,0723,0.4353728956880303
1624,1523,0.43533821830240194
1232,1113,0.4353345251681838
1212,1433,0.43531185519630256
2422,1923,0.43526725321410403
0612,1213,0.4352459894110234
1633,0232,0.43523361765934043
0734,0224,0.43515930727725416
1651,1135,0.43514415194672945
1931,2535,0.4350926749419491
2512,1222,0.43508978367534845
1924,0412,0.4350795745311905
0333,1012,0.4350777621375269
0422,1024,0.43507519845822185
0735,1414,0.435061353237716
2525,0811,0.43503494243775215
0632,1125,0.43502176248823593
1722,1522,0.4349483512441542
0811,0623,0.4348760032465989
0113,2432,0.43484698778316694
0114,0221,0.43483527823189627
1724,0823,0.4348244538384209
0334,0634,0.4348102607465931
1522,1613,0.4347676860669753
0512,0223,0.43476445273234743
0933,1215,0.4347404509266431
0211,0412,0.43469463387590407
2033,1913,0.43469142017452217
1731,2011,0.43468645855566757
1034,0211,0.4346778303378978
1915,1125,0.4346599862527026
2533,1722,0.4346432748217429
1623,2533,0.4346337724192187
1433,1935,0.4345757917986764
1431,0914,0.43457088087385326
1131,0424,0.4345472547658034
0713,1421,0.4345367768842749
0413,1424,0.43451193389464193
0823,0332,0.4344463007490837
0232,0531,0.4344229105165951
1432,0812,0.43442137236642064
2515,0123,0.43439006612853787
0814,0923,0.43436732751702367
0933,0735,0.4343252806982967
1031,1624,0.4342837444370632
0831,1932,0.43424607331152665
1231,1134,0.43423296236947023
2012,1033,0.4341698395655266
2524,1612,0.4341511895712293
1631,1412,0.4340826281597816
0725,0523,0.4340390981769846
0621,0213,0.4340165634436122
0222,1135,0.43401340798772986
0225,0311,0.4339660681217543
2431,1215,0.43391210537027597
2024,0222,0.4338990684008351
0913,1733,0.43384232596140365
0522,0424,0.4337871715601111
0833,1023,0.43378703014430087
0223,0713,0.4337783960805901
0911,0821,0.4337728629538408
0913,1934,0.43374493134085584
2032,0823,0.4337223019235115
0623,0911,0.4336976044437871
0913,1422,0.4336940870902916
1234,0131,0.43368344354485466
0512,0131,0.43362857984095105
0722,1225,0.4335907075998335
2223,1032,0.43352589436064776
1022,2515,0.4335175023529428
1512,2212,0.43348859139318124
2433,0631,0.4334877282078902
1923,0922,0.43348593012951125
1925,0912,0.4334746589088986
1414,0215,0.43347416349154166
0632,0913,0.4334142291503288
1233,1024,0.4333765033386791
0914,1921,0.43331772926559586
1114,0232,0.43323913331231734
1813,1633,0.4332055360407081
1032,1914,0.4331862905580418
0923,1811,0.43317544086186044
2433,1115,0.43317503940691127
1624,1814,0.4330777308219273
2411,0612,0.43306862436945043
1513,0114,0.43304719660899665
0611,0714,0.43301729177434417
0533,1634,0.4329880334457265
1922,0915,0.4329612274421731
0834,0821,0.4329563911910691
0332,1115,0.4329491359940028
0915,0913,0.43291592867733375
1731,2532,0.43289329373632457
0132,0131,0.4328757610258891
2023,0612,0.43280307980403004
1633,0231,0.432791298167695
0713,1013,0.4327791258356704
1733,2024,0.4327692492287124
1434,2222,0.4327250209356737
0915,1613,0.4327171816316814
0925,0121,0.43268979894943405
1013,1432,0.43267131018155
0215,2513,0.43266724348586505
1213,1023,0.43264600346872495
0821,0225,0.43260208564297353
0333,0434,0.4325962063521091
1211,2535,0.4325717632562281
0913,1232,0.43256821842592624
0122,2222,0.4325258875649727
1132,1121,0.43251750461616434
0513,1032,0.43250043293646484
1833,0134,0.43249873643632913
2431,1131,0.43249174489511694
0222,2525,0.4324805995652774
1133,0632,0.43246635924267546
0935,0324,0.432394428073092
2012,1115,0.4323772130336892
1033,0715,0.43234724909475514
1522,2022,0.4323412573738151
0321,0133,0.432290645570038
1631,2424,0.4322821232995098
1223,0913,0.432276766835302
1431,1923,0.4321754930849185
0933,1724,0.43216979327501154
0811,1621,0.43199618189174344
1433,0113,0.4319910569020459
0612,2521,0.4319763116961491
0311,1412,0.4319467484436096
0423,1023,0.431939754117089
0725,0434,0.4319372639719883
0825,1914,0.43193710249982253
1732,2525,0.4319355751552918
1215,1512,0.4319147774032928
0212,1522,0.4318701749142701
1213,1012,0.43186799911780965
1234,1824,0.43180306603174584
0712,0813,0.431734524787734
0714,0715,0.43172701079890513
1634,2531,0.43168441107112604
1221,1914,0.43160654380655816
1024,0825,0.4315640272662636
1224,1034,0.43148065282167264
1511,2423,0.43143730693116733
1653,1654,0.4314038784938922
0223,1831,0.4313950383523472
0634,1212,0.4313796363659775
1713,1024,0.43135966725629915
1412,0331,0.4313356014165058
0834,1711,0.4313222198223495
0922,0513,0.43127276071230497
2424,0331,0.4312690721614225
1215,0121,0.4312474992597767
1211,1531,0.43124527880063196
1613,1732,0.4312180904964863
0911,0433,0.43118569390449585
0311,0513,0.4311570783569266
0812,2234,0.4311538113589444
0924,1232,0.43108684305162553
0430,1612,0.4310694372027445
0323,1823,0.4310611445350934
0915,0734,0.43104035575578714
0324,1622,0.4309914926409845
1513,1423,0.4309744991861254
0715,1724,0.43094413350879357
0822,0122,0.43092983411005664
0823,1814,0.4308997408374916
0614,2534,0.4308820533629285
1924,1121,0.43087610202482235
1831,0414,0.4308314245829799
0222,1422,0.4308151670210288
1922,1232,0.43080973616968155
0233,0835,0.4307597922841682
2013,2521,0.43069991632050514
2525,1511,0.430623695560394
0833,1654,0.4306054260034024
0633,2424,0.43056458145732185
0431,1433,0.43053176997196774
1414,0731,0.4304627435463924
1911,0614,0.4304605022607562
0734,1022,0.43043145420700496
1812,1653,0.43037288736166934
0622,0414,0.4303465710398003
0932,0723,0.43034289038546064
1414,0834,0.4303299549614485
0522,0511,0.4302928551099796
0614,1234,0.43017838065131314
0432,2213,0.4301275712637339
2431,1031,0.4300862543272141
0532,2424,0.43001082805867374
1915,1024,0.42998465674106634
0421,0221,0.4299775221606355
0424,0921,0.4299677901410273
1233,0124,0.42981214554823244
1722,0224,0.4297749727652349
2232,1214,0.4297332302233508
0522,1921,0.4296213565848939
1215,1732,0.42958216003186184
1832,2223,0.4295548477907581
2012,0132,0.4295474282878312
1912,1632,0.4295422123915188
1911,0915,0.4295358804378324
1935,2412,0.42949860052315736
1135,2012,0.4294786404654134
2431,2011,0.42946527664378964
0835,0714,0.4294484946636185
1921,0722,0.4294121406825134
0531,0935,0.4293851447142437
0935,0925,0.4293841997172599
1223,0815,0.4293495381131912
1633,0723,0.42929578922233297
0533,0124,0.42929262321846484
1524,0433,0.4292755876888788
0121,0913,0.42927517251676517
2234,1013,0.42925410172056516
1134,1722,0.4292498956856337
1221,1722,0.4291956808249443
2032,0813,0.4291874619105474
1134,1034,0.42912894503159565
0134,1933,0.42911594143856757
2223,2031,0.4291101315699722
1212,1231,0.4291058114157308
1651,1115,0.42909267274823476
2533,0725,0.42909147562184463
2011,0322,0.4290672310511992
2211,0933,0.42905399991826243
0711,0724,0.4290515526146668
0433,0321,0.429050005890405
0334,1811,0.42904278637807036
1031,1655,0.42898591246080414
1922,0723,0.42896416916016145
0834,1413,0.4289371356550172
0322,0613,0.42892430441008395
0222,0313,0.428893841929468
1114,0833,0.4288871087946521
1114,1922,0.4288843057692688
0314,0133,0.42885563489810535
1215,1412,0.4288285812563805
1634,0733,0.4287789371605992
1421,0333,0.4287425072784036
0931,1122,0.42872342380291395
2423,1732,0.42865066091312687
1912,2213,0.4286448837150684
0424,2515,0.42862244757330487
0312,1934,0.42861961892384365
0231,1234,0.4286094249025793
0735,1935,0.42856940349433753
1711,1732,0.42845356935190343
1233,1413,0.4284423465662104
0334,0914,0.4284331141067108
0215,1651,0.4284301331622467
2011,1614,0.42842846123807266
1223,0223,0.4283640474115055
1732,0433,0.42835987403894416
1612,1114,0.4283576970374169
0934,0815,0.42835644379237775
0232,1654,0.42823897078487605
0835,1832,0.42821521620628455
0332,0722,0.4281778731058168
1014,1033,0.4281398334634689
0715,0233,0.42812553603446696
1014,1431,0.4280837789300314
2533,0533,0.4280259122530705
0212,0612,0.42799867140853276
1434,1712,0.4279630703544456
2211,0122,0.4279421068611562
0121,0611,0.4279310331932176
0214,2515,0.4278907679216803
1134,2032,0.4278805261267639
1225,0711,0.4278299549480602
0423,2535,0.4278127382759813
0714,0812,0.4277982558696151
1222,2031,0.42777791463841
1651,1722,0.42776358570852313
1211,2514,0.42775959194274304
2423,1214,0.4277549895944334
2525,1922,0.42775305257740837
1432,1424,0.42767952128818815
2222,1933,0.42761418273771434
0324,0831,0.4276115125139351
1121,2535,0.42760595393782813
0733,1911,0.4275861291893219
0532,0215,0.4275518268655402
2222,1833,0.42753366498085016
2032,1234,0.42751427355595795
0323,2423,0.42751138905560254
0631,0833,0.4274708341106117
0522,1024,0.42747076499951825
1111,0821,0.4274703017371703
0533,1632,0.4274472664412306
1923,1915,0.4274407701804009
0214,1121,0.42739309016582305
0833,1434,0.4273430896326568
0434,1131,0.42733192997111785
1813,0722,0.4273129947961829
1653,0612,0.4272988613482918
0331,1024,0.42729416060359243
1114,2533,0.4272891219256468
0312,0621,0.4272539835003045
1524,0422,0.42717131828736055
1935,1613,0.4271548238544788
2033,0111,0.42714567098572365
2223,1112,0.4270988181608317
0122,1923,0.4270926831448771
0925,0214,0.42706591008581885
1431,0231,0.4270401091891019
0332,0213,0.4270000640726982
0413,0731,0.4269917114754838
0822,0532,0.4269449717236669
0432,2531,0.42690583093047546
0411,1213,0.4268910596186351
0925,1921,0.426870573978988
0235,0614,0.42683429480923546
0531,0433,0.42682600201754356
1213,1212,0.42681736868590514
1621,1524,0.42680588327644725
1114,0233,0.42675163331870813
0611,0114,0.42672983675426984
1722,0112,0.42672900169476147
2233,0431,0.4266807963043212
2012,1813,0.42667545821231595
0522,1432,0.4266528385892278
0231,0524,0.42661117310828206
0731,0522,0.426573547766771
2233,1132,0.4265621201399101
1422,2011,0.42654047074587365
0812,0835,0.4265041552794757
0513,0911,0.42648934108548636
0914,1622,0.42646814378205933
0312,0313,0.4264639223286149
0332,2534,0.4264213034547135
0725,1115,0.4263752653321897
0823,1013,0.42637506758519383
2423,0633,0.4262785448488079
1032,1623,0.42626682503825647
2532,0112,0.42620310486307383
0831,2032,0.42620163429041297
0824,1012,0.42619083246971873
0221,1011,0.42618502849092793
0124,2022,0.4261582726766954
0935,0233,0.4261497464493238
0815,0112,0.4261367297876495
0112,2535,0.42612232498657243
0334,1421,0.42612165016538306
0224,1832,0.4261211197346329
0731,0235,0.4260771391373142
0433,0412,0.42605405195993296
1422,1433,0.42600516722254494
0434,1223,0.4259966149948756
1114,1712,0.4259695470167553
1131,0612,0.4259405509940161
1653,0232,0.4259289677591732
1513,0822,0.4259141734088581
1212,0333,0.4258876655681231
0313,0733,0.42580273368076665
2221,0733,0.4257911185721816
1434,1232,0.4257824533319915
1232,1423,0.4257822480734629
0131,2515,0.42578033283152605
1133,0523,0.42574619737484853
0925,0932,0.4257343918895471
0431,1121,0.425733153826686
0512,0612,0.42572200008298033
0912,0423,0.425706266835173
0726,1131,0.4256604314919739
0821,0432,0.42552806554803957
0814,0723,0.4254861819409364
1522,1524,0.42544778911719994
1113,1421,0.4254304956306351
0634,1624,0.4254068542214555
1652,1023,0.42537873263756437
2011,2525,0.4253659184746009
0233,0114,0.42528002357135447
1655,0915,0.42526329973089483
0832,0314,0.4252388914256208
1212,1533,0.4251147099383266
0223,0312,0.4251134689681902
0835,0622,0.4250761978805902
0611,1432,0.4250722177071501
1833,0824,0.42507185578967727
0432,0122,0.42506851871054746
0735,0634,0.42496203039819197
1211,1012,0.42492420416037263
2223,1013,0.42492328732571505
1222,1111,0.4248916773228746
0722,0821,0.4248706142215106
1012,0725,0.42485677227376434
0512,0132,0.42481822302585887
0715,0423,0.4247997485485273
1033,1935,0.42479321786052304
1434,0111,0.42478832271177724
0533,1812,0.424783738529417
0734,0124,0.42477926309539077
0633,1925,0.4247644334792985
0431,0212,0.424733816109496
0831,0713,0.4247330217959334
2423,1114,0.42468756157130566
0232,0414,0.42466643555784994
0815,1934,0.42463867615149525
2532,2523,0.42462895540304635
1233,2212,0.4246216988536103
0633,1634,0.42461350751416743
0822,1931,0.42460303078351486
0914,2511,0.42458963473835654
0523,1222,0.4245835933203279
1733,2524,0.42455667038593
1433,1911,0.42454162205130047
0734,1011,0.42453651623710575
0923,0312,0.4245161003940072
1423,2011,0.4244848044510366
0933,0333,0.4244552282592916
0512,0212,0.4244549511146732
0532,1124,0.42443176963044227
0213,0133,0.4243918611790963
0613,0932,0.424370966030995
1431,1011,0.4243659985411762
0632,1533,0.42435414143351463
1013,0213,0.4243295348330763
0731,2433,0.42431606689076923
2431,1924,0.4243147676929458
0821,2222,0.4242992032349575
0633,0631,0.424298304593699
1523,2525,0.4242856059549505
0824,2212,0.4242550904796358
1431,1434,0.42409907974144007
0512,2512,0.4240854289794038
1711,1423,0.42407105628976094
1221,0815,0.4240454662713506
0815,0213,0.42400685334246935
1813,0834,0.42400611233284163
1121,0832,0.42399985651240507
0430,2535,0.42394180949079524
0232,1623,0.4239068400477745
1633,0321,0.4239066344670546
0811,0932,0.42389886779882496
0321,0323,0.4238930242183597
2531,0433,0.4238715942218435
1722,0914,0.4238586795788056
2531,1821,0.42384621206975415
2423,0424,0.4237805438381162
0915,1634,0.4237515139884887
0831,0632,0.42372880663423834
0212,2423,0.42365876813695286
1124,0621,0.4235960313871309
2213,1215,0.4235710509656781
0633,1123,0.42355250146200063
0531,1914,0.4235279637605245
0722,0715,0.42350367798697147
0831,1622,0.42345622521920523
0225,0934,0.4234270997192927
0333,0524,0.4233987889122359
1223,2211,0.4233774481495553
2423,1611,0.42333383283536197
0714,1915,0.42329659255000845
2412,0834,0.4232857388673901
1014,1135,0.4232643975174528
0613,0414,0.42317407675125984
2432,0331,0.4231686471938336
0531,0732,0.42315871091820234
1654,0314,0.4231384353933078
1922,0512,0.4230659845255532
1723,1832,0.4230534025935695
1513,1633,0.4230428627624813
1214,2525,0.42294163049024536
0523,1112,0.4229307394953314
2423,1123,0.422918438074562
1811,1032,0.4228776953018939
0531,0821,0.4228662272301425
0331,0921,0.4228600525383967
0523,2432,0.4228492342311312
1831,1011,0.42283675258054887
1923,1433,0.4227787768212679
0313,2515,0.42277184014511726
0412,1631,0.42272296249469754
0434,1532,0.42270458189668875
0333,1412,0.4226769597027453
0715,1034,0.42265339837752003
0314,0825,0.4226223281725947
2431,2412,0.4226101804107746
0912,0633,0.4225965418953479
0231,2424,0.42257488133552423
1413,0111,0.42256388788179555
2525,0332,0.42255902901619385
0724,0512,0.4225327830851365
0532,1722,0.42250991742106725
2423,0811,0.4224777644504199
1222,1654,0.4224758641993537
0631,1612,0.42247366052384105
2432,0923,0.4224635359208356
0711,1911,0.42244340179623135
1421,1225,0.42243553073672474
0722,2222,0.4223680491302409
2432,1224,0.4223302144354644
0112,1224,0.42229946686629705
0111,0924,0.4222776361259529
1222,0711,0.4222633215541615
0934,1731,0.42220063686757164
1654,0924,0.4221121928295476
0233,1653,0.42209274028686217
1112,1922,0.42206332322362694
2212,0134,0.42196040917510197
0921,0531,0.4219088011122689
0911,2222,0.42187930862239786
2012,0921,0.42186902758501443
0823,2525,0.421850631319885
0722,1624,0.4217654584512876
0621,1112,0.421761899205056
1214,0332,0.4217382265462973
1234,1531,0.421683015991048
1812,0614,0.4216393674848348
1832,0811,0.4216267313534269
0925,0631,0.42161342297162946
1021,0911,0.42158055711401815
1634,1833,0.4215513831412918
1221,0913,0.4215269926539709
2424,0621,0.42151384854014984
2212,1623,0.42147196991518293
1833,1653,0.4214372276353546
2422,1133,0.421415887285663
1833,0124,0.42137043573782845
1031,2533,0.42134486571001234
1434,1921,0.4213239508154765
1932,1125,0.42122311891081243
2521,1723,0.4211899590249283
0431,1434,0.42117835513545265
0212,2533,0.4211623070147031
1611,1412,0.4211403926162711
1621,1831,0.4211296859772351
1511,0131,0.42108938111187444
1421,1232,0.4210805312044153
0612,2222,0.42106279192333035
0113,1024,0.421019647980877
1024,2222,0.4210016594429659
1432,1134,0.4209815308703844
1433,1652,0.42094033533904857
1124,0726,0.4209115969393643
1421,0833,0.4209064699131671
0524,1234,0.42090386423863124
2024,2512,0.42085103528875145
2522,0213,0.420844050441621
1223,1113,0.42083629469167183
1232,2413,0.42078090545158336
2521,2232,0.4207482025735118
1731,2522,0.4206643379194485
2233,1033,0.42066251652059394
0835,0331,0.4206548955008389
1532,0312,0.4206396917864497
2532,0915,0.4206255341635342
0424,2511,0.42059992614445285
2412,0934,0.42056135362774144
1114,1212,0.42051284551656415
0421,1413,0.42050075910166373
1424,1821,0.42047538914386745
1213,0714,0.4204690694225596
1112,1135,0.4204035851038723
2011,0513,0.4202496043013687
2431,0732,0.42023328507821534
1012,0114,0.42021898452328976
1125,1524,0.4201754238829914
1111,0122,0.42015670782153425
0614,0622,0.42014043784449145
1011,2221,0.4200763870747916
2012,1134,0.420041798592717
0934,2024,0.4200052138372268
0113,1221,0.4199934874393034
0111,1831,0.4198090268786737
0113,0114,0.4197411373323437
0732,1921,0.41972774793436635
0215,0925,0.4197219851851926
0512,1912,0.4196888339263821
0824,0932,0.41967439226482545
1235,2033,0.4196684710912514
0123,2522,0.41964157701532695
2512,2412,0.4195773930988156
1215,0122,0.4195735007553448
0532,0213,0.41953645329421935
2433,2221,0.4195319143332431
0825,1811,0.419528881424178
0712,1624,0.4195104628644849
0314,1933,0.41949454390079743
0223,1114,0.41945604164382155
1914,1434,0.4193945237262291
1532,1833,0.4193896128206024
1621,0813,0.4192677578882573
1631,2524,0.41924594673464083
0121,1733,0.41923067672330055
0231,2411,0.41922918149097765
1631,1831,0.41922735227124835
1621,0225,0.4192069575846546
0611,0214,0.4192067425535308
0213,2211,0.41916957924822096
2524,1412,0.41915192451895533
0914,0822,0.4191394210225093
1012,1431,0.4191113730932838
0121,0914,0.4191074228997513
0925,0225,0.41904766186695325
0221,1651,0.4190306895840701
0824,0825,0.4189764655228194
1124,2512,0.41887677851213156
2511,0122,0.4188425409001612
2422,0731,0.4188285457630203
0732,2535,0.4187979939852091
1632,1612,0.41878431944755296
0424,1234,0.41877869775497834
0234,0134,0.418773171679724
1533,1613,0.41874299857237046
2011,2412,0.41871793681135144
1012,2213,0.4186970353867799
1214,2222,0.41869161629639723
1513,1023,0.4186902237824599
0134,2534,0.41858262444661426
0725,0724,0.4185624857891115
1111,0612,0.4185556867875948
2424,0622,0.41853538147477237
0331,0821,0.41850984402906066
2031,1624,0.41848887381782235
1913,0124,0.4184050141632899
1934,0421,0.4182883856571137
0124,1231,0.41823648397663055
0323,2431,0.41820482372619683
2532,0722,0.41817781552009853
1524,0933,0.4181755260051052
0513,2012,0.4181660134508244
0423,2423,0.41809317345479907
0333,1434,0.41807030754310853
1014,1211,0.4180230850278764
0434,1411,0.41797222467605144
1431,0725,0.41794411462879305
0634,0623,0.41791137074476586
1924,1722,0.41787161061688094
1214,0312,0.41784230581375914
0812,1832,0.41780889312576663
1213,0712,0.41780135632220233
0324,0623,0.41779945506850485
1922,0725,0.4177716392423006
1831,2512,0.4177449571141715
1524,0621,0.4177001553543329
2535,1811,0.4176612374858205
1021,0531,0.41765932392903216
0524,0733,0.41763640554116366
2422,0732,0.4176306724714847
2024,1612,0.4176177302743677
0424,2223,0.4175361088971989
0523,1213,0.41747217832278277
0823,0714,0.4174592425419161
2521,2413,0.4174492732773159
2525,0423,0.41730230711857497
1032,2212,0.4172360756343318
0725,1212,0.41721461344663463
2413,0931,0.41711357615431194
0225,0714,0.41704678197689404
1215,0713,0.4170247521671377
2023,1424,0.4170217484492949
1132,0531,0.41699820241276236
0824,0726,0.41696181023923573
2422,1023,0.4169323506058285
0411,0424,0.41690746001469314
0734,0513,0.4169061810466146
2023,1421,0.41687147662612334
1722,0925,0.4168666783814028
1122,1914,0.41686184581636787
0821,2523,0.41684834955391686
1033,0111,0.4168372966035928
1125,0825,0.4167890810712159
1113,1114,0.41675198967724303
1122,1231,0.41674573977500057
1433,2213,0.41667790866298715
1823,1822,0.4166548092922438
0714,1522,0.41664670925071395
0334,0735,0.4166456443587022
1655,0321,0.41661767336677846
1814,1922,0.4166087153378934
0212,0131,0.4165892628490004
1522,1233,0.41658595973219115
2532,1822,0.4165492576623793
0814,2024,0.4164909853401079
2431,0222,0.41648822698667787
1234,0832,0.41644375956283997
1234,1135,0.41639265715786045
1115,2532,0.41638775611880535
1523,0524,0.4163040134032766
1632,0931,0.41630086849719394
0121,0133,0.41627167983292646
0512,0832,0.41626956611450794
1013,2013,0.41625510659772313
